x,y,z
293.61550409429674,222.4592148170011,a
303.07355931491304,251.3675659949016,a
341.48609888428075,228.55801145197637,a
395.2311674571241,235.6278691312558,a
425.26644888339627,239.2312069687232,a
440.8122331431844,231.20252627070903,a
457.2341953818301,206.44338934528434,a
479.1052513297427,203.9411338352894,a
541.5573584000231,188.9651198244544,a
527.5475612071994,143.18058268007485,a
544.9923622798052,127.7408446151369,a
559.0846303922731,175.38840043584463,a
589.5641312439458,156.9069886894124,a
610.1910933827769,178.9501581824208,a
619.0632245975421,151.91771405750347,a
604.5084740941327,175.89565037198304,a
589.9865123617077,177.52096930079767,a
614.0483051195743,157.10796575213408,a
658.9731380945533,193.23311334998573,a
596.5478896134725,201.5224857366212,a
651.4201494152117,174.51983770168005,a
645.4047928469794,163.79036701345615,a
647.894894661007,116.32959274971546,a
663.3696657472716,184.38480217021333,a
639.8417807311241,137.92664194207742,a
110.39914167532989,447.4779881307532,a
180.5208088673761,394.53847287162756,a
229.94194040615156,349.40217958999085,a
305.2326844966179,340.1769848022759,a
294.09373026219885,352.35509757151095,a
354.23745904902773,280.810984901098,a
329.6510859790252,260.05439885862165,a
359.4542467364526,286.1431088678831,a
376.33809017211587,318.55464416640075,a
398.4454906496349,220.86657206593964,a
379.2750356166022,247.97489608537595,a
459.3721580870605,254.50752029954015,a
501.3149093170334,244.30102256529034,a
485.55834961448886,217.26962435135079,a
516.513213967561,235.35479759355007,a
513.1834006975402,243.11118900242764,a
532.3661003763732,216.2879876690331,a
587.1491990631342,203.09057771131648,a
594.4355765570468,216.67425572151114,a
587.2004247170887,222.06487713088904,a
559.2868251606034,202.4759843187881,a
605.3112557472041,226.32095068911417,a
580.0160368252771,209.5736154541812,a
569.5929947191895,184.41093299794443,a
579.1081872489784,157.56526077861827,a
637.0332907083306,142.310402191844,a
626.6731321301319,168.90477675839713,a
617.0401383549986,194.322403908154,a
663.4409645494846,167.12766581276134,a
649.9517307039176,155.54807024822696,a
647.5632392331601,170.16648591517088,a
179.6627359100327,448.8159015593739,a
232.53039110246195,499.7031992646867,a
274.8456849657657,445.37726829385997,a
266.11987526033045,457.14191159535716,a
238.06388651821544,464.71182161325487,a
363.82814194467034,439.04321576473825,a
362.35148347892135,376.9521963977288,a
341.9530462368419,358.9401252344726,a
367.1604422890216,333.50526006203893,a
437.71379926665355,290.57674230843844,a
447.85328393283476,266.63156661060316,a
451.9916100877832,316.20966457536645,a
481.1615317333564,283.763090482396,a
490.9456549165172,245.87379392725853,a
459.9097608350465,248.63279139009552,a
519.0259584976945,267.8361199758866,a
515.770564408001,205.28569319186676,a
496.876013127201,270.90170306092733,a
562.0741460267401,164.39596217206218,a
552.1694784245323,179.61948723352208,a
581.5447426705894,220.1512775937116,a
570.4141837348087,179.7849013140933,a
573.567221706952,199.82724844057503,a
614.6262828457444,180.73562376369648,a
652.6090878502209,172.36172878231207,a
651.0445737369939,175.12907681885258,a
706.8354994515656,175.28333161425314,a
657.6182567413194,105.48639830747231,a
677.1340585570293,151.07629322452573,a
652.6739714373625,137.53591815661957,a
688.8085559307871,140.38811499279728,a
643.5923004674154,196.73122070214356,a
699.9923445898768,179.46757968894713,a
717.0420602674162,146.99408657920497,a
78.66826652586434,386.54887148576455,a
72.51422264945178,367.69990057744633,a
138.33717178502778,353.4672680609277,a
172.7268626813768,347.363419400241,a
239.872220074626,376.7209878957166,a
270.13593688938363,321.55936822441106,a
302.2254406541993,343.55810197608963,a
291.9059605967591,297.9966588617654,a
353.03136573233905,300.2090466164274,a
382.27286864324174,227.46553983255808,a
398.3930812323736,332.7274523892745,a
433.5545035265044,205.14343970409294,a
459.4933040403074,240.84260392040215,a
436.93021090841836,215.4943511396798,a
455.9214069323863,249.25222924479593,a
536.9174856958851,220.07271677424626,a
521.4661149609167,211.5696845200306,a
539.2214003560994,216.02281349871743,a
513.3558459916043,222.3814663773736,a
591.3967699439311,180.704095851185,a
584.7624890573968,193.3131841706957,a
574.6355973507284,181.56996901593152,a
615.2864543469493,219.74206510977535,a
604.4539365293423,173.01037539430655,a
615.4514348749977,225.37419567306983,a
654.5929268097586,187.55411684109413,a
639.5757098792152,192.84488466670678,a
630.9856874222563,206.9878922349103,a
653.6672359877472,148.15096839254522,a
699.3361940227968,134.13959793808783,a
308.22241730256303,496.6720350915517,a
357.8728295585503,445.0244552110784,a
420.97971830290265,415.087011323767,a
398.660799434152,403.4977310777385,a
393.17643381215265,411.7493101256931,a
453.6474608742094,384.80296794314154,a
521.1252327670283,337.73657512189,a
480.41441046149816,343.3854752803776,a
539.4160407948025,264.79752637384723,a
495.98844324328877,264.38082556229955,a
549.380931922928,268.6901582288273,a
585.3638108268614,247.95092512957598,a
588.1540625376324,279.92243117316264,a
627.6580798902372,203.99270430888498,a
579.7199916702062,252.3257056368597,a
589.9085671728906,251.78362738406238,a
586.5085290883337,206.38470342397284,a
600.5172641421101,172.30486181553482,a
701.0131092223149,193.09130928256837,a
665.7593439525946,178.35032837380487,a
676.2061386204082,175.43894031225705,a
614.5092579069865,176.335929797385,a
684.4283975463106,150.7202555043939,a
661.2741464522818,151.97649806946083,a
653.1257822056551,105.34988354569236,a
632.4522612351136,162.36105332954241,a
659.9345120619872,136.41196904417194,a
48.74836781881085,206.38554960243727,a
117.62708227758121,200.76810803931414,a
213.6062061982636,195.5902581268606,a
397.6500418150582,177.23012823949273,a
488.6613775850747,158.64333700717276,a
538.5675223587305,129.96169418930583,a
557.2482465177711,124.9946372015799,a
574.9583203795204,145.4877554701893,a
609.7572313663978,172.44294809694856,a
624.0829819857684,157.26160654723463,a
641.3596191535153,181.5523138320363,a
674.7670663123745,140.88275214967211,a
676.2846975411447,185.05318008783053,a
723.5250064092459,223.76959260511234,a
734.3003123267126,142.32976769510742,a
696.9287577809444,155.21948387138212,a
679.2738513262018,164.08576215072884,a
72.32362929835054,470.29944550343293,a
201.05849690136105,398.3088411594267,a
261.7755440755569,293.0139351736251,a
344.63089526667443,355.392259808285,a
450.55175661087105,288.112678627582,a
457.7055298086698,239.56094804290484,a
446.37359319343136,280.00277993373277,a
526.4238452052183,278.73249487049554,a
498.6664010486346,273.80944024682674,a
532.6055575386002,259.5479606069173,a
562.9258379423612,284.9018694902871,a
579.0441858707263,198.3185006648123,a
613.5289963166422,193.52392408427346,a
630.5886275681529,267.9245665962158,a
618.6790124969892,192.96319792881667,a
668.5287325408027,185.75444702945805,a
645.1487053036445,180.59514587509273,a
687.233417350597,178.057883859465,a
723.9093314887576,106.27896516207119,a
742.6288514270478,132.19757060725868,a
727.1616488159787,131.0677772345453,a
718.2035029169672,143.6338079943843,a
745.417251090384,149.016873282858,a
706.5936047103905,92.17182015650013,a
186.42963565884173,382.5199733014477,a
244.80348367907803,349.16230285394766,a
405.83504216013506,309.4892847898531,a
480.9003289698139,281.37457144497404,a
457.4371092139971,199.89409867670588,a
483.94744554557496,262.0878157987332,a
522.002092919769,230.58498292552753,a
523.6657125121625,171.4339828363395,a
601.219996265713,210.90877195229461,a
582.274899977136,163.92466781884195,a
620.5099622841961,167.74109573793424,a
645.2670037720353,141.48089879189206,a
670.5801079360888,139.48261703301466,a
638.8782910364782,160.14540159255625,a
658.6104251693241,167.43779348438744,a
648.7666902179789,181.43079242177913,a
634.5700150525143,141.35335195125924,a
672.9773065431143,165.02424732347743,a
59.946428432160076,529.9253963315005,a
129.5557322696739,405.1073897197039,a
261.01023969209746,385.12516973164054,a
381.35312830575094,329.5013424639286,a
426.85126727094706,259.0888736730552,a
532.340203692017,216.38627831527026,a
530.3561348443861,267.75735291456317,a
554.8047084901846,261.73504570277754,a
551.4741256550567,260.21988027565664,a
560.459775007614,219.9530965051922,a
573.915407799215,237.97802677025345,a
605.9048901523014,236.27066326463324,a
619.469575818143,255.11901933278287,a
580.7966809874746,283.15687280119243,a
663.1987436498489,125.16244830878031,a
19.913092769020395,468.1093604186255,a
103.9854997883077,443.30255410166,a
286.8919881847009,345.94087780047226,a
383.2124323527383,288.12094100936724,a
342.89607110800796,283.78597605556075,a
403.63053880460416,290.8322991791395,a
415.48274474112964,263.4904946800294,a
459.72412534641273,308.5459340739429,a
481.325356234944,239.21213377548833,a
480.23694988721553,277.71535821141697,a
553.4526390446184,272.94865166361444,a
572.6836945516494,220.78910451936554,a
597.7084649490005,231.7519193006812,a
697.630490911882,180.35390638810787,a
685.1990963855067,173.69453185289257,a
665.2021885901099,146.69124613139633,a
697.6525217809926,152.97619426252538,a
712.593321262336,134.1040052630724,a
64.22696848564522,500.1921678960661,a
71.3539453302106,464.81504406296756,a
128.92671093051243,400.72595845936974,a
163.43305638146063,395.1895964366274,a
210.55178206455884,400.81983780539804,a
236.87448232051446,382.14192882163366,a
282.5660240637008,415.83187304119855,a
281.355151749228,364.4945751627821,a
346.21153720008834,303.14126295087704,a
376.6245661235669,291.69019906814754,a
468.34133782014396,291.84582763119937,a
424.548482252845,212.84349689944122,a
490.93676624982515,266.6655891297397,a
514.278954219381,221.8595371638815,a
509.1698259297765,220.78206279233046,a
553.6331438820946,282.62237340069316,a
611.4624769537784,226.28195754280756,a
623.563238512905,184.66973948527885,a
627.4505467123588,187.3539594713273,a
639.6396626743626,154.3617052728228,a
689.1556152585315,122.36395343986908,a
612.6607439810803,134.36842854717793,a
717.9692509594814,133.93324256689692,a
745.4650097363207,139.20215734431287,a
223.56297781937053,507.3039737017473,a
296.2520031303666,416.5519244542979,a
362.31637823809433,382.7150810067118,a
393.93383388417067,394.72485716615523,a
431.94192794713484,323.17377550012975,a
473.4099746101024,288.10500487504356,a
532.6871936690943,306.0175256250898,a
584.7889255950826,195.23210658787093,a
598.0065794813407,246.4713134197922,a
611.7043034645436,211.22776298936782,a
620.9012393560954,245.82426674748433,a
685.1276264206189,205.2256905779023,a
649.9159846163338,219.82701163150574,a
708.9218378911917,220.45855157716176,a
752.6188308726177,183.7775208100444,a
676.3004523079604,190.68133707448663,a
684.8206965950324,142.70955054749578,a
731.8352822020571,127.91251232872474,a
151.79699021020227,399.4999257987628,a
307.6562823434234,338.84616426826165,a
381.1794073072956,283.2150607434943,a
401.5853998229661,298.0579520199378,a
531.2173549813591,251.8002061529085,a
532.8554386170509,236.75178909122906,a
529.0353985423482,189.4256301763059,a
591.3976047602897,197.57605122402487,a
669.1986887931486,202.02258406163384,a
599.341615262798,146.30940058825615,a
616.1516086292569,154.49044910865217,a
658.4219809554538,201.23526185323288,a
714.4444237926614,127.49465574154613,a
674.1143485432065,117.19613546053762,a
727.2373503452432,166.14971801133322,a
708.9591550493873,122.51664221857698,a
702.8656768391618,132.04860615092355,a
708.6624504923459,132.58462556450576,a
172.03343466874293,409.25128481131406,a
217.9360969808765,432.38031203405075,a
311.1655197008851,395.6494914587675,a
363.9622777011174,325.64726738115155,a
386.57781961404396,331.37689698079623,a
462.59714202400477,247.1740028769866,a
497.511227338353,275.5165836045108,a
533.4593921856069,255.6072925553658,a
537.2279483527141,227.91101828134975,a
579.2470749038549,218.7351957108752,a
577.2186590491206,213.11529662261262,a
629.0983708133763,147.89232000311762,a
634.8838151922994,172.4580840554459,a
656.4555571565871,122.73794021117749,a
656.4462962041588,164.6456870326021,a
706.6522219170032,177.4661670951985,a
657.1096794027611,135.0718938982858,a
708.2740597182589,134.7745152615625,a
720.2181116758071,88.3569057563866,a
